Organism,BioProject,BioSample,Run,LibraryName,refGenome
Chloebia_gouldiae,PRJNA515277,SAMN10751928,SRR8444783,221,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751929,SRR8444784,222,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751926,SRR8444785,215,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751927,SRR8444786,216,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751907,SRR8444787,29,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751906,SRR8444788,23,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751909,SRR8444789,91,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751908,SRR8444790,61,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751911,SRR8444791,131,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751910,SRR8444792,114,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751913,SRR8444793,133,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751912,SRR8444794,132,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751915,SRR8444795,138,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751914,SRR8444796,137,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751925,SRR8444797,212,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751924,SRR8444798,207,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751919,SRR8444799,185,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751918,SRR8444800,179,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751917,SRR8444801,170,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751916,SRR8444802,139,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751923,SRR8444803,206,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751922,SRR8444804,202,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751921,SRR8444805,196,GCA_003676055.1
Chloebia_gouldiae,PRJNA515277,SAMN10751920,SRR8444806,187,GCA_003676055.1
