Organism,BioProject,BioSample,Run,LibraryName,refGenome
Nipponia_nippon,PRJNA308878,SAMN04419253,SRR3105335,SZAIPI003458-11,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419260,SRR3105336,SZAIPI003465-5,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419253,SRR3105337,SZAIPI003458-11,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419255,SRR3105338,SZAIPI003460-4,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419257,SRR3105339,SZAIPI003462-12,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419258,SRR3105340,SZAIPI003463-6,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419256,SRR3105341,SZAIPI003461-8,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419254,SRR3105342,SZAIPI003459-3,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419259,SRR3105343,SZAIPI003464-7,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419260,SRR3105344,SZAIPI003465-5,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419257,SRR3105345,SZAIPI003462-12,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419255,SRR3105346,SZAIPI003460-4,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419255,SRR3105347,SZAIPI003460-4,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419254,SRR3105348,SZAIPI003459-3,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419256,SRR3105349,SZAIPI003461-8,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419259,SRR3105350,SZAIPI003464-7,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419256,SRR3105351,SZAIPI003461-8,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419258,SRR3105352,SZAIPI003463-6,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419253,SRR3105353,SZAIPI003458-11,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419257,SRR3105354,SZAIPI003462-12,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419259,SRR3105355,SZAIPI003464-7,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419260,SRR3105356,SZAIPI003465-5,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419258,SRR3105357,SZAIPI003463-6,GCF_000708225.1
Nipponia_nippon,PRJNA308878,SAMN04419254,SRR3105358,SZAIPI003459-3,GCF_000708225.1
