BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar	use_species
PRJNA612146	SRR12601775	WGS	300	9001498500	SAMN14363395	3513214484	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085617	Illumina HiSeq 4000	317	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_20	SRP280296	Model organism or animal	missing	muscle-317	Not applicable	missing	missing-317	Colombo\, Sri Lanka	Not applicable	Not applicable	Not applicable-317	0
PRJNA612146	SRR12601778	WGS	300	8389427700	SAMN14363392	3518007501	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085614	Illumina HiSeq 4000	314	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_17	SRP280296	Model organism or animal	missing	muscle-314	Not applicable	missing	missing-314	Colombo\, Sri Lanka	Not applicable	Not applicable	Not applicable-314	0
PRJNA612146	SRR12601781	WGS	300	6454350600	SAMN14363389	2675701263	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085611	Illumina HiSeq 4000	311	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_14	SRP280296	Model organism or animal	missing	muscle-311	Not applicable	missing	missing-311	Sanya\, Hainan Province	Not applicable	Not applicable	Not applicable-311	0
PRJNA612146	SRR12601783	WGS	300	8866601700	SAMN14363388	3650213422	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085609	Illumina HiSeq 4000	310	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_13	SRP280296	Model organism or animal	missing	muscle-310	Not applicable	missing	missing-310	Sanya\, Hainan Province	Not applicable	Not applicable	Not applicable-310	0
PRJNA612146	SRR12601784	WGS	300	7089237900	SAMN14363387	2874429817	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085608	Illumina HiSeq 4000	309	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_12	SRP280296	Model organism or animal	missing	muscle-309	Not applicable	missing	missing-309	Sanya\, Hainan Province	Not applicable	Not applicable	Not applicable-309	0
PRJNA612146	SRR12601786	WGS	300	6687898200	SAMN14363385	2724440908	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085606	Illumina HiSeq 4000	307	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_10	SRP280296	Model organism or animal	missing	muscle-307	Not applicable	missing	missing-307	Sanya\, Hainan Province	Not applicable	Not applicable	Not applicable-307	0
PRJNA612146	SRR12601789	WGS	300	6224866800	SAMN14363382	2559066125	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085603	Illumina HiSeq 4000	304	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_7	SRP280296	Model organism or animal	missing	muscle-304	Not applicable	missing	missing-304	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-304	0
PRJNA612146	SRR12601791	WGS	300	7013640900	SAMN14363380	2886426386	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085601	Illumina HiSeq 4000	302	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_5	SRP280296	Model organism or animal	missing	muscle-302	Not applicable	missing	missing-302	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-302	0
PRJNA612146	SRR12601796	WGS	300	8900563200	SAMN14363377	3678524853	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085596	Illumina HiSeq 4000	299	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_2	SRP280296	Model organism or animal	missing	muscle-299	Not applicable	missing	missing-299	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-299	0
PRJNA612146	SRR12601776	WGS	300	6857976900	SAMN14363394	2577226777	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085616	Illumina HiSeq 4000	316	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_19	SRP280296	Model organism or animal	missing	muscle-316	Not applicable	missing	missing-316	Colombo\, Sri Lanka	Not applicable	Not applicable	Not applicable-316	0
