Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMN07637314 	 32846077 	 99.71 	 0.3244849301181386 	 96.17 	 0.3297415200970922 	 11357334
SAMN07637317 	 2012741 	 99.59 	 0.3193813809128944 	 94.96 	 0.30464972288635467 	 646538
SAMN07637262 	 3923487 	 99.64 	 0.2578183641235462 	 97.32 	 0.3105036853532615 	 1267930
SAMN07637257 	 5557451 	 99.64 	 0.331657984928702 	 95.61 	 0.31220010328961567 	 1811124
SAMN07637261 	 5922266 	 99.75 	 0.2620106898271709 	 97.94 	 0.2999261486339698 	 1907958
SAMN07637271 	 14935053 	 99.72 	 0.39618908617197407 	 96.06 	 0.31347797260630683 	 4959814
SAMN07637266 	 3703484 	 99.75 	 0.2631063074661589 	 97.56 	 0.3104504378008881 	 1202798
SAMN07637267 	 11537486 	 99.67 	 0.32669552101731697 	 96.08 	 0.3065041512262667 	 3735588
SAMN07637307 	 552721 	 99.51 	 0.28325321455128355 	 96.16 	 0.3084121302174794 	 182654
SAMN07637285 	 5285528 	 99.69 	 0.21913099315716425 	 98.42 	 0.9871025530893471 	 5272018
SAMN07637316 	 17240064 	 99.58 	 0.1920795073614576 	 92.72 	 0.98570250577996 	 17203868
SAMN07637313 	 13449053 	 99.73 	 0.291142952593019 	 96.45 	 0.3119485731079426 	 4375284
SAMN07637269 	 9946267 	 99.65 	 0.27031407863874957 	 97.09 	 0.30679201482949325 	 3214082
SAMN07637268 	 6919943 	 99.67 	 0.2774388459558121 	 96.17 	 0.3056822826883857 	 2231488
SAMN07637295 	 18676385 	 99.47 	 0.21249674388271605 	 93.73 	 0.9798920156173292 	 18634434
SAMN07637265 	 4396849 	 99.74 	 0.2332536323171435 	 97.89 	 0.31189031392147293 	 1428656
SAMN07637263 	 7031057 	 99.71 	 0.2888828806252033 	 97.56 	 0.31220178362956275 	 2296630
SAMN07637264 	 5997713 	 99.68 	 0.27447395365533495 	 96.74 	 0.2997788498939734 	 1911318
SAMN07637282 	 11804676 	 99.69 	 0.3337869671306523 	 96.24 	 0.3245436537588186 	 4021928
SAMN07637276 	 5478434 	 99.62 	 0.2900069618434757 	 96.54 	 0.3228452302136206 	 1860836
SAMN07637290 	 43278708 	 99.75 	 0.21459187275183908 	 96.74 	 0.33064311968333304 	 14873498
SAMN07637291 	 53632558 	 99.83 	 0.2093991116366294 	 97.76 	 0.32995348787879325 	 18292820
SAMN07637281 	 10686510 	 99.7 	 0.37906687964545954 	 95.37 	 0.307157265749719 	 3489086
SAMN07637278 	 7406014 	 99.72 	 0.2885758790086003 	 96.39 	 0.31499769194663935 	 2436126
SAMN07637280 	 1130456 	 99.64 	 0.248198956881117 	 96.24 	 0.3098684887248347 	 367522
SAMN07637315 	 31829185 	 99.76 	 0.31721820712657267 	 96.14 	 0.32713573170361737 	 10847972
SAMN07637318 	 11430786 	 99.75 	 0.3383150555001205 	 96.08 	 0.30827231395633914 	 3666602
SAMN07637306 	 16653233 	 99.51 	 0.18960024158672373 	 94.01 	 0.9862545920391639 	 16619816
SAMN07637279 	 11901762 	 99.49 	 0.10581492051345003 	 94.03 	 0.9813149204026416 	 11877510
SAMN07637270 	 10513205 	 99.49 	 0.17300537752283912 	 92.5 	 0.9876421128776771 	 10491096
SAMN07637312 	 25441224 	 99.55 	 0.291070075873708 	 96.05 	 0.30243694471866656 	 8196314
SAMN07637294 	 13823082 	 99.64 	 0.19527859271904774 	 94.32 	 0.96558732340062 	 13794114
SAMN07637277 	 11889459 	 99.73 	 0.35951425544257315 	 96.08 	 0.3317968655099931 	 4162754
