Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMN07637272 	 18723734 	 99.76 	 0.2708545207916327 	 96.59 	 0.31152403106153215 	 6124826
SAMN07637288 	 18196499 	 99.75 	 0.13752524592780183 	 95.04 	 0.9838198951818555 	 18175742
SAMN07637284 	 357945 	 99.23 	 0.2987079020519912 	 93.28 	 0.2956847226330229 	 115964
SAMN07637286 	 801851 	 99.7 	 0.3183608924850128 	 95.52 	 0.3109205603908994 	 260636
SAMN07637274 	 3240716 	 99.82 	 0.3893034749110999 	 94.68 	 0.31016294148462525 	 1049146
SAMN07637273 	 25812860 	 99.78 	 0.23618738876668452 	 96.94 	 0.3088376196775563 	 8349018
SAMN07637289 	 12853299 	 99.6 	 0.09081435046364361 	 95.27 	 0.9854174173325876 	 12837350
SAMN07637258 	 19375809 	 99.76 	 0.19554698335434664 	 93.84 	 0.981797722523248 	 19348704
SAMN07637287 	 5273702 	 99.85 	 0.4122396373553151 	 94.37 	 0.31137762516014406 	 1709092
SAMN07637283 	 9382309 	 97.8 	 0.2646363491119297 	 90.77 	 0.98548420620375 	 9369022
