Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMEA4785141 	 131926107 	 96.46 	 0.0018755650843240604 	 93.48 	 0.9999908041331829 	 131362156
SAMEA4785142 	 123853422 	 96.61 	 0.001748881835497448 	 93.18 	 0.9999916953108157 	 123302808
SAMEA4785143 	 109192998 	 96.07 	 0.0016463601448144139 	 91.7 	 0.9999839049169449 	 108727108
SAMEA4785144 	 107030740 	 96.35 	 0.0015816951279604345 	 92.25 	 0.9999843116958278 	 106574538
SAMEA4785146 	 122996895 	 96.16 	 0.0027277273950696073 	 91.39 	 0.9999681776554382 	 122362954
SAMEA4785149 	 117977766 	 96.03 	 0.0019225402182984207 	 92.18 	 0.9999828153656315 	 117428470
SAMEA4785145 	 132278190 	 96.13 	 0.0021231920394435395 	 92.23 	 0.999981815903938 	 131651112
SAMEA4785147 	 126247340 	 95.97 	 0.0021775666718997803 	 91.7 	 0.9999661582934521 	 125639530
SAMEA4785148 	 128553716 	 96.5 	 0.0024141192464634783 	 92.62 	 0.9999658890996789 	 127931280
SAMN06619722 	 137954778 	 96.5 	 0.0228896457649332 	 89.38 	 0.9354760859167502 	 137172026
