Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMEA4799712 	 108163240 	 99.47 	 0.1418457139412614 	 96.33 	 0.9824973747238488 	 106066744
SAMEA4799711 	 128759935 	 99.66 	 0.18052082738314523 	 96.6 	 0.9794993401428072 	 126264008
SAMEA4799713 	 87142355 	 99.67 	 0.1894786410121691 	 96.48 	 0.46112586603720584 	 40320024
SAMEA4799708 	 104613347 	 99.71 	 0.23841742679354289 	 96.69 	 0.9766709766280014 	 102632196
SAMEA4799709 	 106383960 	 99.71 	 0.24926771855456406 	 96.31 	 0.9756198666261126 	 104389234
SAMEA4799707 	 106235524 	 99.65 	 0.26695224847763727 	 96.2 	 0.9737163097020298 	 104253704
SAMEA4799717 	 96662307 	 99.72 	 0.2256615497496868 	 96.7 	 0.9778395462403026 	 94790160
SAMEA4799718 	 102564368 	 99.64 	 0.11954177887587628 	 96.29 	 0.9799873866424321 	 100589400
SAMEA4799715 	 107134257 	 99.68 	 0.1461492097714366 	 96.39 	 0.9784543372099168 	 105096160
SAMEA4799710 	 38595523 	 99.65 	 0.009221224959174669 	 96.46 	 2.4274133936189737e-05 	 996
SAMEA4799716 	 127800027 	 99.59 	 0.14165160544136662 	 96.65 	 0.9756770689996611 	 125416918
SAMEA4799714 	 98129086 	 99.63 	 0.1536921173402145 	 96.4 	 0.9768568195924743 	 96289904
SAMEA4799706 	 251218926 	 99.05 	 0.02071006783939519 	 93.4 	 0.4959424450343482 	 119909864
SAMEA4799682 	 105901726 	 99.77 	 0.13258606380031993 	 96.88 	 0.9464169681497675 	 104114318
SAMEA4799683 	 111353629 	 99.4 	 0.1260026918386288 	 96.82 	 0.9562447682392627 	 109542738
SAMEA4799684 	 92451033 	 99.75 	 0.09535776631073446 	 97.09 	 0.9249214151193256 	 90916906
SAMEA4799685 	 123052749 	 98.61 	 0.11284884826100065 	 96.14 	 0.950239324550654 	 121026154
SAMEA4799686 	 108647628 	 99.34 	 0.12504946725574165 	 96.85 	 0.956430491957775 	 106811816
SAMEA4799687 	 99533165 	 99.76 	 0.1223438639773989 	 97.22 	 0.9471053785161708 	 97881924
SAMEA4799688 	 103206452 	 99.47 	 0.11843422347277281 	 96.48 	 0.9437922129929129 	 101549962
SAMEA4799689 	 87019242 	 99.78 	 0.10760817705123196 	 96.74 	 0.9395795374961715 	 85455240
SAMEA4799690 	 103678337 	 99.74 	 0.11725971260515107 	 97.06 	 0.9368061384809856 	 101919940
SAMEA4799691 	 118420769 	 99.81 	 0.10549803979063842 	 97.64 	 0.9470487248779415 	 116571504
SAMEA4799692 	 119000865 	 99.75 	 0.1345897359653646 	 96.97 	 0.9471655475654259 	 116941370
SAMEA4799693 	 130081854 	 99.63 	 0.14739341737856843 	 96.97 	 0.9558413835908828 	 127933594
SAMEA4799694 	 111482798 	 99.42 	 0.11776148639541681 	 96.9 	 0.9540704317996083 	 109753198
SAMEA4799695 	 116802819 	 99.78 	 0.10794299408133291 	 97.12 	 0.9488589616122529 	 114955510
SAMEA4799696 	 106528578 	 99.44 	 0.1186230609405112 	 96.65 	 0.9521294118448821 	 104783508
SAMEA4799697 	 106095409 	 98.62 	 0.10763915335865287 	 95.74 	 0.9541878198918325 	 104397718
SAMEA4799698 	 120348637 	 99.79 	 0.12174348098350296 	 97.2 	 0.9438540604827039 	 118438464
SAMEA4799699 	 92127160 	 99.58 	 0.10588141434078724 	 96.61 	 0.9404843364458495 	 90664334
SAMEA4799700 	 105474222 	 99.44 	 0.10997286142579937 	 96.61 	 0.9505171805434591 	 103766858
SAMEA4799701 	 103552867 	 98.98 	 0.10733650667537771 	 96.26 	 0.9528615695203674 	 101904196
SAMEA4799702 	 118018432 	 99.23 	 0.10378421228304406 	 96.5 	 0.9476130169264617 	 116129310
SAMEA4799703 	 115214419 	 98.97 	 0.11449658918125517 	 96.3 	 0.9619954645079916 	 113432308
SAMEA4799704 	 120713479 	 99.78 	 0.12112846983724163 	 97.11 	 0.9554954928856637 	 118739616
SAMEA4799705 	 104259466 	 99.79 	 0.10969096081884785 	 97.31 	 0.9586561914832982 	 102631920
