Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMEA6816021 	 119713714 	 99.77 	 0.09273106337674897 	 97.58 	 0.9336643430081328 	 118882366
SAMEA6816012 	 156267462 	 99.72 	 0.26035613863108625 	 97.56 	 0.9667100045321032 	 155271594
SAMEA6816013 	 187039369 	 99.66 	 0.2921160678209944 	 97.49 	 0.9708411073403129 	 185888306
SAMEA6816014 	 97004980 	 99.7 	 0.20961816599518912 	 97.42 	 0.9770570807989701 	 96345586
SAMEA6816015 	 114234474 	 99.57 	 0.07565217134015079 	 97.36 	 0.9365696690836486 	 113359746
SAMEA6816016 	 125342929 	 99.69 	 0.11018264141569566 	 97.76 	 0.9103776715033277 	 124376808
SAMEA6816017 	 129927794 	 99.43 	 0.0712844320284542 	 97.64 	 0.9025516397520057 	 129016042
SAMEA6816018 	 121257305 	 99.61 	 0.0748182552795479 	 97.58 	 0.9149340522504443 	 120332154
SAMEA6816019 	 137894564 	 99.75 	 0.0885207483595945 	 97.48 	 0.9133552069814532 	 136771930
SAMEA6816020 	 149281628 	 99.62 	 0.09716182891574575 	 97.71 	 0.9386127395819513 	 148183582
SAMEA6816022 	 100339829 	 99.8 	 0.09940524215962138 	 97.85 	 0.9448190346168337 	 99617490
SAMEA6816023 	 195042104 	 99.67 	 0.17669493044435164 	 97.35 	 0.9727289695224519 	 193787540
SAMEA6816024 	 178796515 	 99.62 	 0.21314281768858861 	 97.3 	 0.9710302143643307 	 177667398
SAMEA6816025 	 22370664 	 99.75 	 0.15014467161099912 	 97.49 	 0.9743507769363465 	 22236080
SAMEA6816026 	 47017177 	 99.74 	 0.17523434041988528 	 97.51 	 0.9770150635418097 	 46728866
SAMEA6816028 	 174847290 	 99.8 	 0.19302204798255668 	 97.49 	 0.9694420936940492 	 173735926
SAMEA6816029 	 192022613 	 99.69 	 0.2208305695746365 	 97.37 	 0.9743807788508394 	 190786666
SAMEA6816030 	 141359187 	 99.75 	 0.1520242614298567 	 97.44 	 0.9769368731822149 	 140433808
SAMEA6816031 	 42795445 	 99.75 	 0.014941122822767704 	 97.5 	 0.95441796921655 	 42528042
SAMEA6816027 	 94579713 	 99.8 	 0.19656748165433743 	 97.66 	 0.9697492566351849 	 93985596
