Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMN14363278 	 55085520 	 93.85 	 0.21778202329759255 	 82.27 	 0.9885888349828384 	 52604710
SAMN14363276 	 48685347 	 95.39 	 0.1419854725488554 	 83.47 	 0.9819966959612706 	 46463592
SAMN14363274 	 49321536 	 95.12 	 0.1396360608071898 	 82.67 	 0.9801802411079938 	 47074248
SAMN14363271 	 49416650 	 94.57 	 0.16213545434585308 	 82.69 	 0.9831619366825507 	 47182370
SAMN14363268 	 60917250 	 95.31 	 0.24395543134333872 	 83.9 	 0.9830209451526163 	 58124204
SAMN14363277 	 53037253 	 93.96 	 0.16392236603958354 	 81.5 	 0.9824039848701257 	 50643898
SAMN14363275 	 45217623 	 93.33 	 0.13804259458751292 	 71.59 	 0.974663021130933 	 42159856
SAMN14363273 	 50712797 	 95.21 	 0.1479934344776921 	 82.71 	 0.979125069547872 	 48359418
SAMN14363270 	 47697103 	 93.29 	 0.16662697522740533 	 80.49 	 0.9836792634595662 	 45540848
SAMN14363269 	 51038497 	 95.47 	 0.16663878248609085 	 84.06 	 0.9820145650677888 	 48691784
SAMN14363267 	 55828733 	 94.6 	 0.2178892542662575 	 83.4 	 0.9834232052758731 	 53287758
SAMN14363286 	 48582396 	 94.89 	 0.20592623714976924 	 83.39 	 0.9832770162600043 	 46371114
SAMN14363285 	 54270152 	 92.36 	 0.2212353486682698 	 80.72 	 0.9833229732633598 	 51864558
SAMN14363284 	 58466958 	 95.14 	 0.22532752601905506 	 83.07 	 0.988596954168328 	 55724636
SAMN14363283 	 65837745 	 94.48 	 0.239680763671356 	 83.45 	 0.9899297834285009 	 62828224
SAMN14363282 	 59094086 	 94.28 	 0.22487307782372673 	 81.09 	 0.9884623524222559 	 56347502
SAMN14363281 	 50122505 	 89.86 	 0.19493056063339212 	 77.23 	 0.9822337070853224 	 47946766
SAMN14363280 	 53981709 	 93.79 	 0.2239125478594981 	 80.82 	 0.9876241160678537 	 51519892
SAMN14363279 	 61646935 	 94.55 	 0.2312508642968219 	 82.75 	 0.9883299478661344 	 58838144
SAMN14363272 	 43021609 	 95.73 	 0.15851343449288471 	 83.48 	 0.9810249096841024 	 41026344
