Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMN02843222 	 116215461 	 96.94 	 0.02079588188356453 	 87.71 	 0.9392157967326766 	 115672914
SAMN02843223 	 122140731 	 97.72 	 0.011541317858986778 	 86.03 	 0.14289442698229285 	 18706280
SAMEA3334576 	 27588965 	 97.56 	 0.018735824268869817 	 90.54 	 0.9611477009468082 	 27513272
SAMEA3334577 	 40345051 	 94.69 	 0.022980687271903562 	 70.96 	 0.9680269681072061 	 39981566
SAMEA3334578 	 18374392 	 97.46 	 0.014078016839958568 	 90.59 	 0.9586444369550662 	 18323988
SAMEA3334579 	 27300829 	 94.56 	 0.019215643598221872 	 71.35 	 0.9647617251575901 	 27052378
SAMEA3334580 	 23701992 	 97.33 	 0.01637668260119234 	 90.43 	 0.9525391394013649 	 23640806
SAMEA3334581 	 23656784 	 97.35 	 0.016280784404169222 	 90.47 	 0.9503403669718858 	 23595522
SAMEA3334582 	 35328501 	 94.5 	 0.02027651838383972 	 70.88 	 0.954842976385055 	 35035278
SAMEA3334583 	 35956505 	 94.47 	 0.02054693580480083 	 70.85 	 0.958130019167318 	 35655222
SAMEA3334584 	 61789446 	 97.67 	 0.029799247593189297 	 90.53 	 0.9727499141050319 	 61624316
SAMEA3334585 	 49309584 	 94.58 	 0.02416116509926346 	 70.46 	 0.9719133606252562 	 48878800
