Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMN14363208 	 47963491 	 95.86 	 0.1673151147400843 	 83.08 	 0.9885878369036809 	 45491196
SAMN14363206 	 89102991 	 97.7 	 0.2654751398861571 	 87.23 	 0.9901381932878216 	 84506166
SAMN14363203 	 49012101 	 96.8 	 0.12700936856389813 	 80.71 	 0.9860696312316948 	 46404072
SAMN14363201 	 177034209 	 96.94 	 0.1471325917580144 	 82.57 	 0.9845418476116644 	 167857826
SAMN14363199 	 37955499 	 97.1 	 0.12477464727838251 	 79.3 	 0.9835947614515924 	 36063018
SAMN14363198 	 48477253 	 96.99 	 0.11631933847406742 	 80.39 	 0.9828909892159292 	 46083650
SAMN14363196 	 40304835 	 97.69 	 0.11955089259142235 	 82.29 	 0.9840274130826742 	 38265998
SAMN14363194 	 48203510 	 97.82 	 0.13237979972827704 	 84.04 	 0.9851881966537264 	 45805208
SAMN14363192 	 53361719 	 96.88 	 0.19480897907355646 	 84.36 	 0.9897565448209261 	 50597376
SAMN14363190 	 47681219 	 94.27 	 0.18040379798175882 	 82.58 	 0.989733106566572 	 45212002
SAMN14363205 	 90212136 	 96.97 	 0.1886323919877033 	 81.87 	 0.9831304298553774 	 85502940
SAMN14363204 	 49646901 	 97.75 	 0.12226108533944546 	 77.99 	 0.98321842431652 	 46889022
SAMN14363202 	 67845777 	 98.26 	 0.1274028300980325 	 84.92 	 0.9882697338620778 	 64192434
SAMN14363200 	 43228903 	 97.92 	 0.11989274860849465 	 82.77 	 0.9838524005838437 	 40917650
SAMN14363197 	 43720343 	 97.73 	 0.13416985315051166 	 80.54 	 0.9851589740202468 	 41224858
SAMN14363195 	 37512025 	 97.9 	 0.11467320146006514 	 82.63 	 0.9856024022617628 	 35591386
SAMN14363193 	 61246829 	 97.54 	 0.21708784302939177 	 81.1 	 0.9875302994720043 	 57330718
SAMN14363191 	 122113277 	 96.69 	 0.17930710351831766 	 75.57 	 0.9895034214823553 	 112381446
SAMN14363207 	 48153022 	 97.89 	 0.167641794112112 	 85.13 	 0.9884238923418869 	 45639212
