Sample	Total_alignments	Percent_mapped	Percent_duplicates	Percent_properly_paired	Fraction_reads_pass_filter	Num_filtered_reads
SAMEA3334560 	 40178646 	 97.28 	 0.014923101191613077 	 94.04 	 0.9628314222072286 	 39973928
SAMEA3334561 	 41757532 	 97.3 	 0.015216632055745057 	 94.13 	 0.9595679405542726 	 41547484
SAMEA3334562 	 34662205 	 97.24 	 0.06820252779648611 	 95.18 	 0.9668578879055346 	 34493914
SAMEA3334563 	 36148839 	 97.27 	 0.07107868664882985 	 95.26 	 0.9640696553005279 	 35975096
SAMEA3334564 	 38522459 	 94.85 	 0.20822699817786813 	 91.18 	 0.9458457147524614 	 38097502
SAMEA3334565 	 40196407 	 94.89 	 0.2162655731891659 	 91.26 	 0.9408347280779353 	 39752768
SAMEA3334566 	 37238325 	 97.06 	 0.013473592058719074 	 93.84 	 0.9405965552536343 	 37052130
SAMEA3334567 	 37673761 	 97.08 	 0.01370245460759811 	 93.86 	 0.9413816217984186 	 37485530
SAMEA3334568 	 32041241 	 97.07 	 0.06290405543280923 	 95.03 	 0.9486664763164169 	 31889638
SAMEA3334569 	 32477563 	 97.07 	 0.0637720878256783 	 95.04 	 0.9495396805803481 	 32323624
SAMEA3334570 	 34745929 	 94.74 	 0.19095785293292922 	 91.08 	 0.9228682264217418 	 34366856
SAMEA3334571 	 35169228 	 94.75 	 0.1932479439127865 	 91.09 	 0.9244208675669414 	 34784994
SAMEA3334572 	 28502058 	 97.25 	 0.012734940052399023 	 93.82 	 0.9674975133290681 	 28353724
SAMEA3334573 	 78593346 	 97.21 	 0.13506540362844457 	 95.07 	 0.9695369922244186 	 78203802
SAMEA3334574 	 148107279 	 94.91 	 0.4952579879615505 	 91.14 	 0.9467364883082336 	 146446106
SAMEA3334575 	 134199636 	 96.72 	 0.05877035314760466 	 88.48 	 0.9851458653772852 	 133802474
