Organism	BioProject	BioSample	Run
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251358	SRR13394191
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251357	SRR13394192
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251356	SRR13394193
Megupsilon_aporus	PRJNA690558	SAMN17251355	SRR13394194
Cyprinodon_desquamator	PRJNA690558	SAMN17251354	SRR13394195
Cyprinodon_ovinus	PRJNA690558	SAMN17251353	SRR13394196
Cyprinodon_desquamator	PRJNA690558	SAMN17251352	SRR13394197
Cyprinodon_desquamator	PRJNA690558	SAMN17251351	SRR13394198
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251350	SRR13394199
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251349	SRR13394200
Cyprinodon_higuey	PRJNA690558	SAMN17251268	SRR13394201
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251348	SRR13394202
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251347	SRR13394203
Cyprinodon_variegatus	PRJNA690558	SAMN17251346	SRR13394204
Cyprinodon_variegatus	PRJNA690558	SAMN17251344	SRR13394206
Cyprinodon_variegatus	PRJNA690558	SAMN17251342	SRR13394208
Cyprinodon_variegatus	PRJNA690558	SAMN17251341	SRR13394209
Cyprinodon_variegatus	PRJNA690558	SAMN17251340	SRR13394210
Cyprinodon_variegatus	PRJNA690558	SAMN17251339	SRR13394211
Cyprinodon_higuey	PRJNA690558	SAMN17251267	SRR13394212
Cyprinodon_variegatus	PRJNA690558	SAMN17251338	SRR13394213
Cyprinodon_variegatus	PRJNA690558	SAMN17251337	SRR13394214
Cyprinodon_variegatus	PRJNA690558	SAMN17251336	SRR13394215
Cyprinodon_variegatus	PRJNA690558	SAMN17251335	SRR13394216
Cyprinodon_variegatus	PRJNA690558	SAMN17251334	SRR13394217
Cyprinodon_variegatus	PRJNA690558	SAMN17251333	SRR13394218
Cyprinodon_variegatus	PRJNA690558	SAMN17251331	SRR13394220
Cyprinodon_variegatus	PRJNA690558	SAMN17251330	SRR13394221
Cyprinodon_higuey	PRJNA690558	SAMN17251266	SRR13394223
Cyprinodon_variegatus	PRJNA690558	SAMN17251328	SRR13394224
Cyprinodon_variegatus	PRJNA690558	SAMN17251326	SRR13394226
Cyprinodon_variegatus	PRJNA690558	SAMN17251325	SRR13394227
Cyprinodon_variegatus	PRJNA690558	SAMN17251324	SRR13394228
Cyprinodon_variegatus	PRJNA690558	SAMN17251323	SRR13394229
Cyprinodon_variegatus	PRJNA690558	SAMN17251322	SRR13394230
Cyprinodon_variegatus	PRJNA690558	SAMN17251321	SRR13394231
Cyprinodon_variegatus	PRJNA690558	SAMN17251320	SRR13394232
Cyprinodon_higuey	PRJNA690558	SAMN17251265	SRR13394234
Cyprinodon_radiosus	PRJNA690558	SAMN17251318	SRR13394235
Cyprinodon_macrolepis	PRJNA690558	SAMN17251317	SRR13394236
Cyprinodon_macularius	PRJNA690558	SAMN17251316	SRR13394237
Cyprinodon_longidorsalis	PRJNA690558	SAMN17251315	SRR13394238
Cyprinodon_fontinalis	PRJNA690558	SAMN17251314	SRR13394239
Cyprinodon_eximius	PRJNA690558	SAMN17251313	SRR13394240
Cyprinodon_albivelis	PRJNA690558	SAMN17251311	SRR13394242
Cyprinodon_dearborni	PRJNA690558	SAMN17251310	SRR13394243
Cyprinodon_dearborni	PRJNA690558	SAMN17251309	SRR13394244
Cyprinodon_dearborni	PRJNA690558	SAMN17251308	SRR13394246
Cyprinodon_laciniatus	PRJNA690558	SAMN17251307	SRR13394247
Cyprinodon_laciniatus	PRJNA690558	SAMN17251306	SRR13394248
Cyprinodon_laciniatus	PRJNA690558	SAMN17251305	SRR13394249
Cyprinodon_laciniatus	PRJNA690558	SAMN17251303	SRR13394251
Cyprinodon_laciniatus	PRJNA690558	SAMN17251302	SRR13394252
Cyprinodon_laciniatus	PRJNA690558	SAMN17251301	SRR13394253
Cyprinodon_laciniatus	PRJNA690558	SAMN17251300	SRR13394254
Cyprinodon_laciniatus	PRJNA690558	SAMN17251299	SRR13394255
Cyprinodon_higuey	PRJNA690558	SAMN17251263	SRR13394256
Cyprinodon_laciniatus	PRJNA690558	SAMN17251298	SRR13394257
Cyprinodon_laciniatus	PRJNA690558	SAMN17251297	SRR13394258
Cyprinodon_laciniatus	PRJNA690558	SAMN17251296	SRR13394259
Cyprinodon_laciniatus	PRJNA690558	SAMN17251295	SRR13394260
Cyprinodon_laciniatus	PRJNA690558	SAMN17251294	SRR13394261
Cyprinodon_laciniatus	PRJNA690558	SAMN17251293	SRR13394262
Cyprinodon_laciniatus	PRJNA690558	SAMN17251292	SRR13394263
Cualac_tessellatus	PRJNA690558	SAMN17251291	SRR13394264
Cyprinodon_desquamator	PRJNA690558	SAMN17251290	SRR13394265
Cyprinodon_desquamator	PRJNA690558	SAMN17251288	SRR13394268
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251285	SRR13394271
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251283	SRR13394273
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251282	SRR13394274
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251281	SRR13394275
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251280	SRR13394276
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251279	SRR13394277
Cyprinodon_artifrons	PRJNA690558	SAMN17251261	SRR13394278
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251278	SRR13394279
Cyprinodon_variegatus	PRJNA690558	SAMN17251277	SRR13394280
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251436	SRR13394281
Cyprinodon_variegatus	PRJNA690558	SAMN17251435	SRR13394282
Cyprinodon_dearborni	PRJNA690558	SAMN17251434	SRR13394283
Cyprinodon_dearborni	PRJNA690558	SAMN17251432	SRR13394285
Cyprinodon_dearborni	PRJNA690558	SAMN17251431	SRR13394286
Cyprinodon_dearborni	PRJNA690558	SAMN17251429	SRR13394288
Cyprinodon_variegatus	PRJNA690558	SAMN17251276	SRR13394289
Cyprinodon_dearborni	PRJNA690558	SAMN17251427	SRR13394291
Cyprinodon_dearborni	PRJNA690558	SAMN17251426	SRR13394292
Cyprinodon_dearborni	PRJNA690558	SAMN17251425	SRR13394293
Cyprinodon_dearborni	PRJNA690558	SAMN17251424	SRR13394294
Cyprinodon_dearborni	PRJNA690558	SAMN17251423	SRR13394295
Cyprinodon_dearborni	PRJNA690558	SAMN17251422	SRR13394296
Cyprinodon_dearborni	PRJNA690558	SAMN17251421	SRR13394297
Cyprinodon_variegatus	PRJNA690558	SAMN17251420	SRR13394298
Cyprinodon_variegatus	PRJNA690558	SAMN17251419	SRR13394299
Cyprinodon_variegatus	PRJNA690558	SAMN17251275	SRR13394300
Cyprinodon_variegatus	PRJNA690558	SAMN17251417	SRR13394302
Cyprinodon_variegatus	PRJNA690558	SAMN17251416	SRR13394303
Cyprinodon_desquamator	PRJNA690558	SAMN17251414	SRR13394305
Cyprinodon_desquamator	PRJNA690558	SAMN17251413	SRR13394306
Cyprinodon_desquamator	PRJNA690558	SAMN17251412	SRR13394307
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251411	SRR13394308
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251410	SRR13394309
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251409	SRR13394310
Cyprinodon_dearborni	PRJNA690558	SAMN17251274	SRR13394311
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251408	SRR13394312
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251407	SRR13394313
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251406	SRR13394314
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251405	SRR13394315
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251404	SRR13394316
Cyprinodon_variegatus	PRJNA690558	SAMN17251403	SRR13394317
Cyprinodon_variegatus	PRJNA690558	SAMN17251402	SRR13394318
Cyprinodon_desquamator	PRJNA690558	SAMN17251401	SRR13394319
Cyprinodon_desquamator	PRJNA690558	SAMN17251399	SRR13394321
Cyprinodon_higuey	PRJNA690558	SAMN17251273	SRR13394322
Cyprinodon_desquamator	PRJNA690558	SAMN17251398	SRR13394323
Cyprinodon_desquamator	PRJNA690558	SAMN17251397	SRR13394324
Cyprinodon_desquamator	PRJNA690558	SAMN17251395	SRR13394326
Cyprinodon_desquamator	PRJNA690558	SAMN17251394	SRR13394327
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251393	SRR13394328
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251391	SRR13394330
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251388	SRR13394334
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251386	SRR13394336
Cyprinodon_variegatus	PRJNA690558	SAMN17251385	SRR13394337
Cyprinodon_variegatus	PRJNA690558	SAMN17251384	SRR13394338
Cyprinodon_variegatus	PRJNA690558	SAMN17251383	SRR13394339
Cyprinodon_variegatus	PRJNA690558	SAMN17251382	SRR13394340
Cyprinodon_variegatus	PRJNA690558	SAMN17251381	SRR13394341
Cyprinodon_variegatus	PRJNA690558	SAMN17251380	SRR13394342
Cyprinodon_variegatus	PRJNA690558	SAMN17251379	SRR13394343
Cyprinodon_higuey	PRJNA690558	SAMN17251271	SRR13394344
Cyprinodon_variegatus	PRJNA690558	SAMN17251378	SRR13394345
Cyprinodon_variegatus	PRJNA690558	SAMN17251377	SRR13394346
Cyprinodon_variegatus	PRJNA690558	SAMN17251376	SRR13394347
Cyprinodon_variegatus	PRJNA690558	SAMN17251375	SRR13394348
Cyprinodon_variegatus	PRJNA690558	SAMN17251374	SRR13394349
Cyprinodon_variegatus	PRJNA690558	SAMN17251373	SRR13394350
Cyprinodon_variegatus	PRJNA690558	SAMN17251372	SRR13394351
Cyprinodon_variegatus	PRJNA690558	SAMN17251371	SRR13394352
Cyprinodon_variegatus	PRJNA690558	SAMN17251370	SRR13394353
Cyprinodon_variegatus	PRJNA690558	SAMN17251369	SRR13394354
Cyprinodon_higuey	PRJNA690558	SAMN17251270	SRR13394355
Cyprinodon_variegatus	PRJNA690558	SAMN17251368	SRR13394356
Cyprinodon_variegatus	PRJNA690558	SAMN17251367	SRR13394357
Cyprinodon_variegatus	PRJNA690558	SAMN17251366	SRR13394358
Cyprinodon_variegatus	PRJNA690558	SAMN17251365	SRR13394359
Cyprinodon_variegatus	PRJNA690558	SAMN17251364	SRR13394360
Cyprinodon_variegatus	PRJNA690558	SAMN17251363	SRR13394361
Cyprinodon_variegatus	PRJNA690558	SAMN17251362	SRR13394362
Cyprinodon_variegatus	PRJNA690558	SAMN17251361	SRR13394363
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251360	SRR13394364
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251359	SRR13394365
Cyprinodon_higuey	PRJNA690558	SAMN17251269	SRR13394366
Cyprinodon_artifrons	PRJNA690558	SAMN17251260	SRR13394367
Cyprinodon_variegatus	PRJNA690558	SAMN17251259	SRR13394368
Cyprinodon_variegatus	PRJNA690558	SAMN17251345	SRR13394205
Cyprinodon_eremus	PRJNA690558	SAMN17251312	SRR13394241
Cyprinodon_variegatus	PRJNA690558	SAMN17251418	SRR13394301
Cyprinodon_dearborni	PRJNA690558	SAMN17251433	SRR13394284
Cyprinodon_desquamator	PRJNA690558	SAMN17251286	SRR13394270
Cyprinodon_variegatus	PRJNA690558	SAMN17251415	SRR13394304
Cyprinodon_higuey	PRJNA690558	SAMN17251272	SRR13394333
Cyprinodon_desquamator	PRJNA690558	SAMN17251289	SRR13394266
Cyprinodon_dearborni	PRJNA690558	SAMN17251430	SRR13394287
Cyprinodon_variegatus	PRJNA690558	SAMN17251327	SRR13394225
Cyprinodon_desquamator	PRJNA690558	SAMN17251287	SRR13394269
Cyprinodon_desquamator	PRJNA690558	SAMN17251396	SRR13394325
Cyprinodon_brontotheroides	PRJNA690558	SAMN17251389	SRR13394332
Cyprinodon_variegatus	PRJNA690558	SAMN17251343	SRR13394207
Cyprinodon_dearborni	PRJNA690558	SAMN17251428	SRR13394290
