BioProject,BioSample,Organism,sex,Submitter_Id,Location,State,Country,refGenome,refSpecies
PRJNA612146,SAMN14363088,Hippocampus_abdominalis,missing,Had_10,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363087,Hippocampus_abdominalis,missing,Had_9,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363086,Hippocampus_abdominalis,missing,Had_8,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363094,Hippocampus_abdominalis,missing,Had_S6,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363082,Hippocampus_abdominalis,missing,Had_4,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363085,Hippocampus_abdominalis,missing,Had_7,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363084,Hippocampus_abdominalis,missing,Had_6,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363092,Hippocampus_abdominalis,missing,Had_S3,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363091,Hippocampus_abdominalis,missing,Had_S2,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363090,Hippocampus_abdominalis,missing,Had_S1,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363081,Hippocampus_abdominalis,missing,Had_3,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363089,Hippocampus_abdominalis,missing,Had_11,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363079,Hippocampus_abdominalis,missing,Had_1,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363083,Hippocampus_abdominalis,missing,Had_5,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363093,Hippocampus_abdominalis,missing,Had_S4,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
PRJNA612146,SAMN14363080,Hippocampus_abdominalis,missing,Had_2,Tasmania,NA,Austrialia,GCF_001891065.1,Hippocampus_comes
