BioSample,lat,long,refGenome
SAMEA4785080,45.874168395996094,5.961111068725586,GCA_001700915.1
SAMEA4785081,45.874168395996094,5.961111068725586,GCA_001700915.1
SAMEA4785082,45.874168395996094,5.961111068725586,GCA_001700915.1
SAMEA4785083,45.874168395996094,5.961111068725586,GCA_001700915.1
SAMEA4785084,45.874168395996094,5.961111068725586,GCA_001700915.1
SAMEA4785085,45.874168395996094,5.961111068725586,GCA_001700915.1
SAMEA4785086,45.874168395996094,5.961111068725586,GCA_001700915.1
SAMEA4785088,45.874168395996094,5.961111068725586,GCA_001700915.1
SAMEA4785089,45.874168395996094,5.961111068725586,GCA_001700915.1
SAMEA4785093,42.6209716796875,70.57191467285156,GCA_001700915.1
SAMEA4785094,42.6209716796875,70.57191467285156,GCA_001700915.1
SAMEA4785095,42.6209716796875,70.57191467285156,GCA_001700915.1
SAMEA4785096,42.6209716796875,70.57191467285156,GCA_001700915.1
SAMEA4785097,42.6209716796875,70.57191467285156,GCA_001700915.1
SAMEA4785098,42.6209716796875,70.57191467285156,GCA_001700915.1
SAMEA4785099,42.6209716796875,70.57191467285156,GCA_001700915.1
SAMEA4785100,42.6209716796875,70.57191467285156,GCA_001700915.1
SAMEA4785101,42.6209716796875,70.57191467285156,GCA_001700915.1
SAMEA4785102,42.6209716796875,70.57191467285156,GCA_001700915.1
SAMEA4785111,59.93430709838867,10.724888801574707,GCA_001700915.1
SAMEA4785112,37.05208206176758,54.631526947021484,GCA_001700915.1
SAMEA4785113,36.656028747558594,59.667640686035156,GCA_001700915.1
SAMEA4785114,36.656028747558594,59.667640686035156,GCA_001700915.1
SAMEA4785116,36.656028747558594,59.667640686035156,GCA_001700915.1
SAMEA4785117,37.05208206176758,54.631526947021484,GCA_001700915.1
SAMEA4785118,37.05208206176758,54.631526947021484,GCA_001700915.1
SAMEA4785119,37.05208206176758,54.631526947021484,GCA_001700915.1
SAMEA4785120,37.05208206176758,54.631526947021484,GCA_001700915.1
SAMEA4785151,66.40083312988281,13.108055114746094,GCA_001700915.1
SAMEA4785152,66.40083312988281,13.108055114746094,GCA_001700915.1
SAMEA4785153,66.40083312988281,13.108055114746094,GCA_001700915.1
SAMEA4785154,66.40083312988281,13.108055114746094,GCA_001700915.1
SAMEA4785087,45.874168395996094,5.961111068725586,GCA_001700915.1
SAMEA4785115,36.656028747558594,59.667640686035156,GCA_001700915.1
SAMN06619701,63.926666259765625,9.935277938842773,GCA_001700915.1
SAMN06619700,63.926666259765625,9.935277938842773,GCA_001700915.1
SAMN06619699,64.02777862548828,9.920833587646484,GCA_001700915.1
SAMN06619698,65.04944610595703,11.603333473205566,GCA_001700915.1
SAMN06619697,63.23666763305664,10.275833129882812,GCA_001700915.1
SAMN06619696,66.18083190917969,12.721111297607422,GCA_001700915.1
SAMN06619695,65.098052978515625,11.699999809265137,GCA_001700915.1
SAMN06619694,66.50111389160156,12.100555419921875,GCA_001700915.1
SAMN06619693,65.09111022949219,11.722222328186035,GCA_001700915.1
SAMN06619692,69.973052978515625,23.483612060546875,GCA_001700915.1
