BioSample,lat,long,refGenome
SAMN03568550,23.277000427246094,98.93858337402344,GCF_000485575.1
SAMN03568551,22.812299728393555,99.01249694824219,GCF_000485575.1
SAMN03568552,22.39033317565918,97.93046569824219,GCF_000485575.1
SAMN03568553,21.939332962036133,98.88826751708984,GCF_000485575.1
SAMN03568554,21.939332962036133,98.88826751708984,GCF_000485575.1
SAMN03568555,21.939332962036133,98.88826751708984,GCF_000485575.1
SAMN03568556,21.939332962036133,98.88826751708984,GCF_000485575.1
SAMN03568557,24.047332763671875,98.371063232421875,GCF_000485575.1
SAMN03568558,25.899669647216797,97.47949981689453,GCF_000485575.1
SAMN03568559,24.04305648803711,98.9044189453125,GCF_000485575.1
SAMN03568562,22.841699600219727,99.02595520019531,GCF_000485575.1
SAMN03568563,25.98590087890625,97.53160095214844,GCF_000485575.1
SAMN03568565,24.047332763671875,98.371063232421875,GCF_000485575.1
SAMN03568566,22.72458839416504,98.86905670166016,GCF_000485575.1
SAMN03568567,22.812299728393555,99.01249694824219,GCF_000485575.1
SAMN03568568,29.857999801635742,97.86419677734375,GCF_000485575.1
