BioProject,BioSample,Organism,sex,Submitter_Id,Country,Continent,Locality,refGenome,refSpecies
PRJEB9057,SAMEA3334560,Corvus_dauuricus,missing,DNA_473,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334561,Corvus_dauuricus,missing,DNA_474,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334562,Corvus_dauuricus,missing,DNA_481,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334563,Corvus_dauuricus,missing,DNA_482,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334564,Corvus_dauuricus,missing,DNA_485,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334565,Corvus_dauuricus,missing,DNA_486,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334566,Corvus_dauuricus,missing,DNA_507,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334567,Corvus_dauuricus,missing,DNA_508,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334568,Corvus_dauuricus,missing,DNA_523,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334569,Corvus_dauuricus,missing,DNA_524,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334570,Corvus_dauuricus,missing,DNA_537,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334571,Corvus_dauuricus,missing,DNA_538,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334572,Corvus_dauuricus,missing,DNA_548,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334573,Corvus_dauuricus,missing,DNA_550,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334574,Corvus_dauuricus,missing,DNA_554,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
PRJEB9057,SAMEA3334575,Corvus_dauuricus,missing,DNA_558,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix
