BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar	use_species
PRJNA612146	SRR12601870	WGS	300	7981788000	SAMN14363278	3166057492	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085522	Illumina HiSeq 4000	200	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S23	SRP280296	Model organism or animal	missing	muscle-200	Not applicable	missing	missing-200	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-200	0
PRJNA612146	SRR12601872	WGS	300	7097313900	SAMN14363276	2849482447	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085520	Illumina HiSeq 4000	198	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S21	SRP280296	Model organism or animal	missing	muscle-198	Not applicable	missing	missing-198	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-198	0
PRJNA612146	SRR12601874	WGS	300	7203917100	SAMN14363274	2914273330	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085518	Illumina HiSeq 4000	196	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S19	SRP280296	Model organism or animal	missing	muscle-196	Not applicable	missing	missing-196	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-196	0
PRJNA612146	SRR12601877	WGS	300	7198565400	SAMN14363271	2862411953	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085515	Illumina HiSeq 4000	193	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S15	SRP280296	Model organism or animal	missing	muscle-193	Not applicable	missing	missing-193	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-193	0
PRJNA612146	SRR12601881	WGS	300	8869221600	SAMN14363268	3495187490	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085511	Illumina HiSeq 4000	190	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S11	SRP280296	Model organism or animal	missing	muscle-190	Not applicable	missing	missing-190	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-190	0
PRJNA612146	SRR12601871	WGS	300	7732648500	SAMN14363277	3085372082	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085521	Illumina HiSeq 4000	199	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S22	SRP280296	Model organism or animal	missing	muscle-199	Not applicable	missing	missing-199	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-199	0
PRJNA612146	SRR12601873	WGS	300	6488374200	SAMN14363275	2699520242	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085519	Illumina HiSeq 4000	197	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S20	SRP280296	Model organism or animal	missing	muscle-197	Not applicable	missing	missing-197	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-197	0
PRJNA612146	SRR12601875	WGS	300	7408566000	SAMN14363273	2999436944	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085517	Illumina HiSeq 4000	195	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S18	SRP280296	Model organism or animal	missing	muscle-195	Not applicable	missing	missing-195	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-195	0
PRJNA612146	SRR12601878	WGS	300	6944466000	SAMN14363270	2749809701	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085514	Illumina HiSeq 4000	192	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S13	SRP280296	Model organism or animal	missing	muscle-192	Not applicable	missing	missing-192	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-192	0
PRJNA612146	SRR12601879	WGS	300	7437534900	SAMN14363269	2959490302	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085513	Illumina HiSeq 4000	191	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S12	SRP280296	Model organism or animal	missing	muscle-191	Not applicable	missing	missing-191	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-191	0
PRJNA612146	SRR12601882	WGS	300	8127898200	SAMN14363267	3216184988	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085510	Illumina HiSeq 4000	189	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S10	SRP280296	Model organism or animal	missing	muscle-189	Not applicable	missing	missing-189	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-189	0
PRJNA612146	SRR12602004	WGS	300	7073964900	SAMN14363286	2787061038	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085388	Illumina HiSeq 4000	208	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S7	SRP280296	Model organism or animal	missing	muscle-208	Not applicable	missing	missing-208	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-208	0
PRJNA612146	SRR12602005	WGS	300	7911626100	SAMN14363285	3120903087	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085387	Illumina HiSeq 4000	207	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S4	SRP280296	Model organism or animal	missing	muscle-207	Not applicable	missing	missing-207	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-207	0
PRJNA612146	SRR12602006	WGS	300	8455109400	SAMN14363284	3349797270	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085386	Illumina HiSeq 4000	206	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S36	SRP280296	Model organism or animal	missing	muscle-206	Not applicable	missing	missing-206	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-206	0
PRJNA612146	SRR12602007	WGS	300	9520103100	SAMN14363283	3716978454	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085385	Illumina HiSeq 4000	205	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S32	SRP280296	Model organism or animal	missing	muscle-205	Not applicable	missing	missing-205	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-205	0
PRJNA612146	SRR12602008	WGS	300	8550781200	SAMN14363282	3388040170	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085384	Illumina HiSeq 4000	204	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S31	SRP280296	Model organism or animal	missing	muscle-204	Not applicable	missing	missing-204	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-204	0
PRJNA612146	SRR12602009	WGS	300	7322101500	SAMN14363281	2918800367	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085383	Illumina HiSeq 4000	203	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S3	SRP280296	Model organism or animal	missing	muscle-203	Not applicable	missing	missing-203	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-203	0
PRJNA612146	SRR12602010	WGS	300	7824822900	SAMN14363280	3124154588	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085382	Illumina HiSeq 4000	202	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S28	SRP280296	Model organism or animal	missing	muscle-202	Not applicable	missing	missing-202	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-202	0
