BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	ArrayExpress-SPECIES	Alias	ENA_CHECKLIST	use_species
PRJEB1254	ERR715511	WGS	250	16613267750	SAMEA2661260	5667320760	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659433	Illumina HiSeq 2000	11649562	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661260	ERP002088	missing	ERS510474	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:36:51Z	public	ERS510474	Diplotaxodon limnothrissa	NA	Diplotaxodon_limnothrissa-sc-2016570	ERC000011	0
PRJEB15289	ERR1749517	WGS	302	32769706222	SAMEA4032090	14175206805	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818697	HiSeq X Ten	DN461233J:E10	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	ccd0c3f0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749518	WGS	302	26482778338	SAMEA4033285	11523395008	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818698	HiSeq X Ten	DN461233J:F10	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	ccdafd20-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749520	WGS	302	40368481940	SAMEA4033286	17267845870	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818700	HiSeq X Ten	DN461233J:H10	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	ccefbda0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749522	WGS	302	35578920490	SAMEA4033287	15182221575	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818702	HiSeq X Ten	DN461233J:B11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd078b60-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749524	WGS	302	30698002228	SAMEA4033288	13062214801	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818704	HiSeq X Ten	DN461233J:D11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd212de0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749526	WGS	302	29511413726	SAMEA4033289	13196067944	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818706	HiSeq X Ten	DN461233J:F11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd363c80-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749527	WGS	302	29517957764	SAMEA4032095	13369339385	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818707	HiSeq X Ten	DN461233J:G11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd444640-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749529	WGS	302	32959979812	SAMEA4032096	14803208879	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818709	HiSeq X Ten	DN461233J:A12	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd638e10-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749531	WGS	302	27263868420	SAMEA4032097	12410997886	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818711	HiSeq X Ten	DN461233J:C12	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd7d7eb0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749442	WGS	302	32028532688	SAMEA4033318	13481403966	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818622	HiSeq X Ten	DN461234K:F7	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	d8215760-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa black pelvis	NA	NA	0
PRJEB15289	ERR1749519	WGS	302	34848354102	SAMEA4032091	14904940037	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818699	HiSeq X Ten	DN461233J:G10	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cce58470-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749521	WGS	302	38944365606	SAMEA4032092	16826986889	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818701	HiSeq X Ten	DN461233J:A11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	ccfcb5f0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749523	WGS	302	29311637706	SAMEA4032093	12583399634	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818703	HiSeq X Ten	DN461233J:C11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd143590-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749525	WGS	302	29109255124	SAMEA4032094	12975504734	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818705	HiSeq X Ten	DN461233J:E11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd2b4000-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749528	WGS	302	32330792106	SAMEA4033290	14459248551	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818708	HiSeq X Ten	DN461233J:H11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd538880-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
PRJEB15289	ERR1749530	WGS	302	27462731494	SAMEA4033291	12470893304	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818710	HiSeq X Ten	DN461233J:B12	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	cd6f9c00-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa	NA	NA	0
