BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar	use_species
PRJNA612146	SRR12601911	WGS	300	6902451300	SAMN14363208	2799510199	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085481	Illumina HiSeq 4000	130	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_S8	SRP280296	Model organism or animal	missing	muscle-130	Not applicable	missing	missing-130	Durban\, South Africa	Not applicable	Not applicable	Not applicable-130	0
PRJNA612146	SRR12601913	WGS	300	12802177500	SAMN14363206	4734561529	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085479	Illumina HiSeq 4000	128	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_71	SRP280296	Model organism or animal	missing	muscle-128	Not applicable	missing	missing-128	Durban\, South Africa	Not applicable	Not applicable	Not applicable-128	0
PRJNA612146	SRR12601916	WGS	300	7058944500	SAMN14363203	2947210849	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085476	Illumina HiSeq 4000	125	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_56	SRP280296	Model organism or animal	missing	muscle-125	Not applicable	missing	missing-125	Durban\, South Africa	Not applicable	Not applicable	Not applicable-125	0
PRJNA612146	SRR12601918	WGS	300	25574000700	SAMN14363201	10709411823	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085474	Illumina HiSeq 4000	123	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_48	SRP280296	Model organism or animal	missing	muscle-123	Not applicable	missing	missing-123	Durban\, South Africa	Not applicable	Not applicable	Not applicable-123	0
PRJNA612146	SRR12601920	WGS	300	5499676200	SAMN14363199	2325705130	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085472	Illumina HiSeq 4000	121	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_44	SRP280296	Model organism or animal	missing	muscle-121	Not applicable	missing	missing-121	Durban\, South Africa	Not applicable	Not applicable	Not applicable-121	0
PRJNA612146	SRR12601922	WGS	300	7032873000	SAMN14363198	2999027707	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085470	Illumina HiSeq 4000	120	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_39	SRP280296	Model organism or animal	missing	muscle-120	Not applicable	missing	missing-120	Durban\, South Africa	Not applicable	Not applicable	Not applicable-120	0
PRJNA612146	SRR12601924	WGS	300	5833068900	SAMN14363196	2461661330	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085468	Illumina HiSeq 4000	118	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_36	SRP280296	Model organism or animal	missing	muscle-118	Not applicable	missing	missing-118	Durban\, South Africa	Not applicable	Not applicable	Not applicable-118	0
PRJNA612146	SRR12601926	WGS	300	6974079900	SAMN14363194	2917217036	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085466	Illumina HiSeq 4000	116	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_23	SRP280296	Model organism or animal	missing	muscle-116	Not applicable	missing	missing-116	Durban\, South Africa	Not applicable	Not applicable	Not applicable-116	0
PRJNA612146	SRR12601928	WGS	300	7668154800	SAMN14363192	2889645155	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085464	Illumina HiSeq 4000	114	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_5	SRP280296	Model organism or animal	missing	muscle-114	Not applicable	missing	missing-114	Durban\, South Africa	Not applicable	Not applicable	Not applicable-114	0
PRJNA612146	SRR12601930	WGS	300	6852150600	SAMN14363190	2597828656	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085462	Illumina HiSeq 4000	112	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_2	SRP280296	Model organism or animal	missing	muscle-112	Not applicable	missing	missing-112	Durban\, South Africa	Not applicable	Not applicable	Not applicable-112	0
