BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar	use_species
PRJNA690558	SRR13394191	WGS	302	11819647008	SAMN17251358	3687569907	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813503	Illumina NovaSeq 6000	MRKM4	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	MRKM4	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	MRKM4	not applicable	not applicable	0
PRJNA690558	SRR13394192	WGS	302	9083154944	SAMN17251357	2808465743	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813502	Illumina NovaSeq 6000	MRKM3	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	MRKM3	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	MRKM3	not applicable	not applicable	0
PRJNA690558	SRR13394193	WGS	302	10244181864	SAMN17251356	4782803016	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813501	Illumina NovaSeq 6000	MRKM2-2	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	MRKM2-2	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	MRKM2-2	not applicable	not applicable	0
PRJNA690558	SRR13394199	WGS	302	7063173282	SAMN17251350	3206119484	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813495	Illumina NovaSeq 6000	LILM5	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	LILM5	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	LILM5	not applicable	not applicable	0
PRJNA690558	SRR13394200	WGS	302	8588494648	SAMN17251349	4000889896	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813494	Illumina NovaSeq 6000	LILM4-2	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	LILM4-2	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	LILM4-2	not applicable	not applicable	0
PRJNA690558	SRR13394202	WGS	302	8560066784	SAMN17251348	3885048567	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813492	Illumina NovaSeq 6000	LILM4	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	LILM4	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	LILM4	not applicable	not applicable	0
PRJNA690558	SRR13394203	WGS	302	11344614900	SAMN17251347	5240306960	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813491	Illumina NovaSeq 6000	LILM3	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	LILM3	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	LILM3	not applicable	not applicable	0
PRJNA690558	SRR13394271	WGS	302	9569075058	SAMN17251285	2996547218	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813423	Illumina NovaSeq 6000	CRPM9	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	CRPM9	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	CRPM9	not applicable	not applicable	0
PRJNA690558	SRR13394273	WGS	302	9933844852	SAMN17251283	3106429448	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813421	Illumina NovaSeq 6000	CRPM7	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	CRPM7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	CRPM7	not applicable	not applicable	0
PRJNA690558	SRR13394274	WGS	302	10784962090	SAMN17251282	3344649167	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813420	Illumina NovaSeq 6000	CRPM6	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	CRPM6	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	CRPM6	not applicable	not applicable	0
