BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar	use_species
PRJNA612146	SRR12601670	WGS	300	16416873900	SAMN14363088	6432230854	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085722	Illumina HiSeq 4000	10	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_10	SRP280296	Model organism or animal	missing	muscle-10	Not applicable	missing	missing-10	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-10	0
PRJNA612146	SRR12601681	WGS	300	13386016500	SAMN14363087	5078831581	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085711	Illumina HiSeq 4000	9	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_9	SRP280296	Model organism or animal	missing	muscle-9	Not applicable	missing	missing-9	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-9	0
PRJNA612146	SRR12601836	WGS	300	11052583800	SAMN14363086	4219984050	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085556	Illumina HiSeq 4000	8	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_8	SRP280296	Model organism or animal	missing	muscle-8	Not applicable	missing	missing-8	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-8	0
PRJNA612146	SRR12601960	WGS	300	10446940500	SAMN14363094	4223885597	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085432	Illumina HiSeq 4000	16	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_S6	SRP280296	Model organism or animal	missing	muscle-16	Not applicable	missing	missing-16	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-16	0
PRJNA612146	SRR12601794	WGS	300	8904043500	SAMN14363082	3473918423	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085598	Illumina HiSeq 4000	4	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_4	SRP280296	Model organism or animal	missing	muscle-4	Not applicable	missing	missing-4	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-4	0
PRJNA612146	SRR12601847	WGS	300	9466565100	SAMN14363085	3662473942	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085545	Illumina HiSeq 4000	7	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_7	SRP280296	Model organism or animal	missing	muscle-7	Not applicable	missing	missing-7	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-7	0
PRJNA612146	SRR12601858	WGS	300	10031290200	SAMN14363084	3902879595	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085534	Illumina HiSeq 4000	6	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_6	SRP280296	Model organism or animal	missing	muscle-6	Not applicable	missing	missing-6	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-6	0
PRJNA612146	SRR12601910	WGS	300	7380261300	SAMN14363092	2955440849	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085482	Illumina HiSeq 4000	14	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_S3	SRP280296	Model organism or animal	missing	muscle-14	Not applicable	missing	missing-14	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-14	0
PRJNA612146	SRR12601921	WGS	300	7328152500	SAMN14363091	2978613045	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085471	Illumina HiSeq 4000	13	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_S2	SRP280296	Model organism or animal	missing	muscle-13	Not applicable	missing	missing-13	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-13	0
PRJNA612146	SRR12601932	WGS	300	8064141300	SAMN14363090	3249500309	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085460	Illumina HiSeq 4000	12	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_S1	SRP280296	Model organism or animal	missing	muscle-12	Not applicable	missing	missing-12	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-12	0
PRJNA612146	SRR12602013	WGS	300	10220073000	SAMN14363081	4003481696	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085523	Illumina HiSeq 4000	3	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_3	SRP280296	Model organism or animal	missing	muscle-3	Not applicable	missing	missing-3	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-3	0
PRJNA612146	SRR12602015	WGS	300	9757243500	SAMN14363089	3797668183	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085377	Illumina HiSeq 4000	11	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_11	SRP280296	Model organism or animal	missing	muscle-11	Not applicable	missing	missing-11	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-11	0
PRJNA612146	SRR12602017	WGS	300	11120851500	SAMN14363079	4400138224	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085375	Illumina HiSeq 4000	1	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_1	SRP280296	Model organism or animal	missing	muscle-1	Not applicable	missing	missing-1	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-1	0
PRJNA612146	SRR12601869	WGS	300	10347969300	SAMN14363083	4004082333	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085703	Illumina HiSeq 4000	5	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_5	SRP280296	Model organism or animal	missing	muscle-5	Not applicable	missing	missing-5	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-5	0
PRJNA612146	SRR12601971	WGS	300	7985538000	SAMN14363093	3106592193	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	sra,fastq	gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public	SRX9085421	Illumina HiSeq 4000	15	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_S4	SRP280296	Model organism or animal	missing	muscle-15	Not applicable	missing	missing-15	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-15	0
PRJNA612146	SRR12602016	WGS	300	11313405300	SAMN14363080	4232078850	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX9085376	Illumina HiSeq 4000	2	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_2	SRP280296	Model organism or animal	missing	muscle-2	Not applicable	missing	missing-2	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-2	0
