BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	AssemblyName	Description	ENA_CHECKLIST	sub_species	use_species
PRJEB27649	ERR2697477	WGS	193	13255672850	SAMEA4785093	5831280814	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711870	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785093	ERP109758	missing	ERS2605031	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:55Z	2018-07-11T09:24:39Z	public	ERS2605031	KAZ14005	KAZ14005	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	bactrianus	0
PRJEB27649	ERR2697478	WGS	194	12113055657	SAMEA4785094	5177798403	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711871	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785094	ERP109758	missing	ERS2605032	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:55Z	2018-07-11T09:24:39Z	public	ERS2605032	KAZ14011	KAZ14011	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	bactrianus	0
PRJEB27649	ERR2697479	WGS	193	13648012958	SAMEA4785095	5866154578	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711872	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785095	ERP109758	missing	ERS2605033	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:55Z	2018-07-11T09:24:39Z	public	ERS2605033	KAZ14014	KAZ14014	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	bactrianus	0
PRJEB27649	ERR2697480	WGS	194	12684593743	SAMEA4785096	5367305061	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711873	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785096	ERP109758	missing	ERS2605034	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:55Z	2018-07-11T09:24:39Z	public	ERS2605034	KAZ14016	KAZ14016	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	bactrianus	0
PRJEB27649	ERR2697481	WGS	194	11455826262	SAMEA4785097	4856924858	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711874	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785097	ERP109758	missing	ERS2605035	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:55Z	2018-07-11T09:24:39Z	public	ERS2605035	KAZ14018	KAZ14018	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	bactrianus	0
PRJEB27649	ERR2697482	WGS	194	13533575891	SAMEA4785098	5675659629	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711875	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785098	ERP109758	missing	ERS2605036	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605036	KAZ14019	KAZ14019	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	bactrianus	0
PRJEB27649	ERR2697483	WGS	195	12670613890	SAMEA4785099	5291567966	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711876	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785099	ERP109758	missing	ERS2605037	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605037	KAZ14020	KAZ14020	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	bactrianus	0
PRJEB27649	ERR2697484	WGS	194	12259613835	SAMEA4785100	5205168792	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711877	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785100	ERP109758	missing	ERS2605038	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605038	KAZ14021	KAZ14021	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	bactrianus	0
PRJEB27649	ERR2697485	WGS	194	13826730921	SAMEA4785101	5851120758	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711878	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785101	ERP109758	missing	ERS2605039	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605039	KAZ14022	KAZ14022	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	bactrianus	0
PRJEB27649	ERR2697486	WGS	194	12254395758	SAMEA4785102	5124881976	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711879	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785102	ERP109758	missing	ERS2605040	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605040	KAZ14026	KAZ14026	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	bactrianus	0
