BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	ArrayExpress-SPECIES	Alias	ENA_CHECKLIST	use_species
PRJEB1254	ERR1081365	WGS	250	15278502250	SAMEA3388853	5781212393	SC	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160955	Illumina HiSeq 2000	14544772	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2015-10-21T00:00:00Z	SAMEA3388853	ERP002088	missing	ERS724925	2015-10-20	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-10-20T13:44:17Z	2018-03-09T01:21:16Z	public	ERS724925	Rhamphochromis longiceps	NA	Rhamphochromis_longiceps-sc-2288157	ERC000011	0
PRJEB15289	ERR1749490	WGS	302	33576025686	SAMEA4033271	14209209369	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818670	HiSeq X Ten	DN461233J:B7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cb855830-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	0
PRJEB15289	ERR1749492	WGS	302	31546934194	SAMEA4033272	13342751214	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818672	HiSeq X Ten	DN461233J:D7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cb9a66d0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	0
PRJEB15289	ERR1749494	WGS	302	32567641344	SAMEA4033273	13905715559	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818674	HiSeq X Ten	DN461233J:F7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cbb038c0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	0
PRJEB15289	ERR1749495	WGS	302	33194605726	SAMEA4032060	14399479265	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818675	HiSeq X Ten	DN461233J:G7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cbba23d0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	0
PRJEB15289	ERR1749498	WGS	302	33981965328	SAMEA4033275	14772290559	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818678	HiSeq X Ten	DN461233J:B8	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cbdaa420-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	0
PRJEB15289	ERR1749501	WGS	302	34475461414	SAMEA4032065	14837690475	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818681	HiSeq X Ten	DN461233J:E8	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cc047340-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	0
PRJEB15289	ERR1749489	WGS	302	32372652024	SAMEA4032057	13640106777	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818669	HiSeq X Ten	DN461233J:A7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cb7aa9d0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	0
PRJEB15289	ERR1749491	WGS	302	33874689190	SAMEA4032058	14316185690	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818671	HiSeq X Ten	DN461233J:C7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cb8fdf80-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	0
PRJEB15289	ERR1749493	WGS	302	30169916572	SAMEA4032059	13273434715	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818673	HiSeq X Ten	DN461233J:E7	PAIRED	RANDOM	GENOMIC	Rhamphochromis_longiceps	ILLUMINA	2016-12-07T00:00:00Z	cba5ff90-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	NA	Rhamphochromis longiceps	NA	NA	0
